cet_score,jee_score,caste,annual_income,EWS,TFWS,branch,admission_taken,fee_type,target
59,82,OPEN,582870,0,0,EXCS,Admitted,Normal,EXCS_Admitted_Normal
88,94,OPEN,170400,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
66,50,OBC,723813,0,0,EXTC,Admitted,OBC,EXTC_Admitted_OBC
88,63,ST,463308,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
71,88,SC,323457,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
75,55,SC,848462,0,0,INFT,Admitted,SC,INFT_Admitted_SC
93,46,OPEN,241774,1,0,INFT,Admitted,EWS,INFT_Admitted_EWS
74,91,OBC,993164,0,1,CMPN,Admitted,OBC,CMPN_Admitted_OBC
66,88,OBC,115385,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
62,88,OPEN,895768,0,0,INFT,Admitted,Normal,INFT_Admitted_Normal
69,53,OPEN,951853,0,0,None,NotAdmitted,None,None_NotAdmitted_None
74,65,OPEN,660309,0,0,None,NotAdmitted,None,None_NotAdmitted_None
53,68,ST,608670,0,0,INFT,Admitted,ST,INFT_Admitted_ST
59,78,OBC,217369,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
52,66,SC,844990,0,0,INFT,Admitted,SC,INFT_Admitted_SC
90,47,OPEN,673399,0,0,INFT,Admitted,Normal,INFT_Admitted_Normal
94,56,OPEN,189402,0,0,INFT,Admitted,Normal,INFT_Admitted_Normal
67,72,OPEN,744062,0,0,BIOM,Admitted,Normal,BIOM_Admitted_Normal
96,74,OPEN,353724,1,1,CMPN,Admitted,TFWS,CMPN_Admitted_TFWS
85,70,SC,839945,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
96,92,OBC,929151,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
71,65,OPEN,327600,1,0,None,NotAdmitted,None,None_NotAdmitted_None
83,72,SC,804397,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
96,100,OPEN,573319,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
57,70,ST,749983,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
89,77,OPEN,234585,1,1,EXCS,Admitted,TFWS,EXCS_Admitted_TFWS
98,65,OPEN,870543,1,1,CMPN,Admitted,TFWS,CMPN_Admitted_TFWS
93,79,OPEN,768695,0,0,INFT,Admitted,Normal,INFT_Admitted_Normal
68,96,OPEN,799500,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
91,78,OPEN,204126,1,0,INFT,Admitted,EWS,INFT_Admitted_EWS
90,85,OBC,835733,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
86,95,ST,701946,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
55,91,SC,265912,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
75,62,OPEN,917439,0,0,BIOM,Admitted,Normal,BIOM_Admitted_Normal
83,55,OBC,731121,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
94,67,OPEN,218637,1,0,INFT,Admitted,EWS,INFT_Admitted_EWS
55,92,OPEN,717508,1,1,CMPN,Admitted,TFWS,CMPN_Admitted_TFWS
86,66,OBC,126393,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
82,61,OBC,681768,0,1,CMPN,Admitted,OBC,CMPN_Admitted_OBC
71,49,OPEN,974722,1,0,None,NotAdmitted,None,None_NotAdmitted_None
70,88,OPEN,579551,0,0,INFT,Admitted,Normal,INFT_Admitted_Normal
55,55,ST,990695,0,0,EXTC,Admitted,ST,EXTC_Admitted_ST
55,74,OPEN,764467,1,0,BIOM,Admitted,EWS,BIOM_Admitted_EWS
97,59,OPEN,621397,0,1,CMPN,Admitted,TFWS,CMPN_Admitted_TFWS
53,71,OBC,892425,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
79,79,OPEN,193650,0,1,EXTC,Admitted,TFWS,EXTC_Admitted_TFWS
60,77,OPEN,858685,0,0,EXTC,Admitted,Normal,EXTC_Admitted_Normal
79,64,OPEN,618196,0,1,BIOM,Admitted,TFWS,BIOM_Admitted_TFWS
80,60,SC,152066,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
73,78,OBC,473994,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
58,46,OBC,929374,0,0,None,NotAdmitted,None,None_NotAdmitted_None
52,79,ST,116138,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
100,84,SC,218558,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
80,100,OPEN,358480,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
89,72,OPEN,537743,1,1,EXCS,Admitted,TFWS,EXCS_Admitted_TFWS
86,91,OBC,371334,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
85,83,OBC,978691,0,1,CMPN,Admitted,OBC,CMPN_Admitted_OBC
73,50,OBC,178422,0,1,EXCS,Admitted,OBC,EXCS_Admitted_OBC
80,53,OBC,811058,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
55,64,OPEN,706603,0,1,CMPN,PartiallyAdmitted,TFWS,CMPN_PartiallyAdmitted_TFWS
51,45,OPEN,129086,0,0,None,NotAdmitted,None,None_NotAdmitted_None
69,52,OPEN,225604,0,1,CMPN,PartiallyAdmitted,TFWS,CMPN_PartiallyAdmitted_TFWS
77,99,OPEN,987246,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
60,67,OPEN,219324,0,0,None,NotAdmitted,None,None_NotAdmitted_None
53,47,OBC,576785,0,0,None,NotAdmitted,None,None_NotAdmitted_None
64,48,OBC,840970,0,0,BIOM,Admitted,OBC,BIOM_Admitted_OBC
55,69,OPEN,491065,1,0,None,NotAdmitted,None,None_NotAdmitted_None
98,91,OPEN,103435,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
79,82,OPEN,987937,0,0,EXCS,Admitted,Normal,EXCS_Admitted_Normal
87,59,OPEN,939763,1,1,EXCS,Admitted,TFWS,EXCS_Admitted_TFWS
100,65,OBC,260014,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
51,79,SC,814995,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
64,97,SC,522275,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
60,97,OBC,812917,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
57,90,OBC,475601,0,1,CMPN,Admitted,OBC,CMPN_Admitted_OBC
75,96,OPEN,938821,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
100,58,OPEN,939446,1,0,CMPN,Admitted,EWS,CMPN_Admitted_EWS
94,80,OPEN,526042,1,0,INFT,Admitted,EWS,INFT_Admitted_EWS
93,56,ST,392441,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
54,61,OPEN,668178,1,1,CMPN,PartiallyAdmitted,TFWS,CMPN_PartiallyAdmitted_TFWS
55,83,OPEN,383466,1,0,EXCS,Admitted,EWS,EXCS_Admitted_EWS
75,53,ST,660027,0,1,INFT,Admitted,ST,INFT_Admitted_ST
53,79,ST,502935,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
68,57,SC,703841,0,1,EXTC,Admitted,SC,EXTC_Admitted_SC
69,59,OPEN,108314,0,0,None,NotAdmitted,None,None_NotAdmitted_None
82,62,OPEN,718119,0,1,EXTC,Admitted,TFWS,EXTC_Admitted_TFWS
69,95,OPEN,961596,1,1,CMPN,Admitted,TFWS,CMPN_Admitted_TFWS
98,77,OPEN,469802,1,1,CMPN,Admitted,TFWS,CMPN_Admitted_TFWS
61,50,OPEN,963460,0,0,None,NotAdmitted,None,None_NotAdmitted_None
96,71,OPEN,922545,1,0,CMPN,Admitted,EWS,CMPN_Admitted_EWS
50,67,ST,741462,0,0,INFT,Admitted,ST,INFT_Admitted_ST
75,71,OPEN,246429,1,0,BIOM,Admitted,EWS,BIOM_Admitted_EWS
63,78,OBC,329937,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
87,100,OBC,644653,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
86,90,OPEN,401173,1,0,CMPN,Admitted,EWS,CMPN_Admitted_EWS
60,82,OBC,363881,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
85,58,OPEN,493186,0,0,EXCS,Admitted,Normal,EXCS_Admitted_Normal
62,80,OPEN,829992,1,0,EXCS,Admitted,EWS,EXCS_Admitted_EWS
92,97,SC,709762,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
52,52,OPEN,440362,0,0,None,NotAdmitted,None,None_NotAdmitted_None
82,79,ST,879966,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
55,63,OPEN,258571,0,0,None,NotAdmitted,None,None_NotAdmitted_None
99,74,OBC,865387,0,1,CMPN,Admitted,OBC,CMPN_Admitted_OBC
59,58,OPEN,341474,0,1,CMPN,PartiallyAdmitted,TFWS,CMPN_PartiallyAdmitted_TFWS
54,64,OPEN,228692,1,1,CMPN,PartiallyAdmitted,TFWS,CMPN_PartiallyAdmitted_TFWS
72,93,OPEN,862790,1,1,CMPN,Admitted,TFWS,CMPN_Admitted_TFWS
59,69,OBC,801517,0,0,INFT,Admitted,OBC,INFT_Admitted_OBC
93,84,SC,490555,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
51,68,SC,272106,0,0,INFT,Admitted,SC,INFT_Admitted_SC
62,58,OPEN,100294,0,0,None,NotAdmitted,None,None_NotAdmitted_None
89,70,SC,911028,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
51,82,OBC,198185,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
69,67,SC,897866,0,0,INFT,Admitted,SC,INFT_Admitted_SC
50,66,OPEN,158382,0,0,None,NotAdmitted,None,None_NotAdmitted_None
86,92,OBC,400242,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
58,63,SC,628943,0,0,EXCS,Admitted,SC,EXCS_Admitted_SC
66,90,OPEN,707317,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
58,95,SC,408372,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
60,47,OBC,103771,0,0,BIOM,Admitted,OBC,BIOM_Admitted_OBC
64,86,OPEN,436243,1,0,INFT,Admitted,EWS,INFT_Admitted_EWS
73,63,OPEN,745099,1,1,CMPN,PartiallyAdmitted,TFWS,CMPN_PartiallyAdmitted_TFWS
87,53,OPEN,948689,0,0,EXCS,Admitted,Normal,EXCS_Admitted_Normal
84,72,OBC,903990,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
79,64,SC,420580,0,0,INFT,Admitted,SC,INFT_Admitted_SC
80,89,OPEN,207779,0,0,INFT,Admitted,Normal,INFT_Admitted_Normal
98,51,SC,749179,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
54,58,ST,879085,0,0,EXTC,Admitted,ST,EXTC_Admitted_ST
93,53,OPEN,585319,1,0,INFT,Admitted,EWS,INFT_Admitted_EWS
99,99,ST,878760,0,1,CMPN,Admitted,ST,CMPN_Admitted_ST
63,63,ST,656664,0,1,EXCS,Admitted,ST,EXCS_Admitted_ST
60,91,SC,580674,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
58,96,SC,177924,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
83,58,ST,653620,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
61,100,OBC,493145,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
84,82,OPEN,671025,0,0,EXCS,Admitted,Normal,EXCS_Admitted_Normal
84,97,SC,493056,0,1,CMPN,Admitted,SC,CMPN_Admitted_SC
50,80,OBC,189031,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
89,84,OBC,567186,0,1,CMPN,Admitted,OBC,CMPN_Admitted_OBC
71,61,OPEN,283024,1,0,None,NotAdmitted,None,None_NotAdmitted_None
78,74,SC,383135,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
57,53,OPEN,127472,1,0,None,NotAdmitted,None,None_NotAdmitted_None
60,77,ST,159946,0,1,CMPN,Admitted,ST,CMPN_Admitted_ST
90,100,OPEN,598782,0,1,CMPN,Admitted,TFWS,CMPN_Admitted_TFWS
86,96,OPEN,363685,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
63,69,OPEN,753525,1,0,None,NotAdmitted,None,None_NotAdmitted_None
79,58,OPEN,102765,1,0,BIOM,Admitted,EWS,BIOM_Admitted_EWS
84,55,OBC,405218,0,1,CMPN,Admitted,OBC,CMPN_Admitted_OBC
70,97,ST,464939,0,1,CMPN,Admitted,ST,CMPN_Admitted_ST
86,79,SC,784643,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
54,85,OPEN,725675,1,0,INFT,Admitted,EWS,INFT_Admitted_EWS
68,58,OPEN,875404,1,0,None,NotAdmitted,None,None_NotAdmitted_None
63,74,SC,593377,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
75,85,ST,773166,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
53,48,OPEN,889404,1,0,None,NotAdmitted,None,None_NotAdmitted_None
74,48,OPEN,773616,0,1,CMPN,PartiallyAdmitted,TFWS,CMPN_PartiallyAdmitted_TFWS
94,72,OPEN,466047,1,0,INFT,Admitted,EWS,INFT_Admitted_EWS
91,52,ST,618790,0,1,CMPN,Admitted,ST,CMPN_Admitted_ST
74,46,OBC,249725,0,0,EXCS,Admitted,OBC,EXCS_Admitted_OBC
67,85,OPEN,727867,1,0,INFT,Admitted,EWS,INFT_Admitted_EWS
89,90,OPEN,579885,1,0,CMPN,Admitted,EWS,CMPN_Admitted_EWS
57,66,ST,139339,0,0,INFT,Admitted,ST,INFT_Admitted_ST
88,85,OPEN,518973,0,0,INFT,Admitted,Normal,INFT_Admitted_Normal
89,100,OPEN,989808,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
63,99,OBC,404543,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
81,60,OPEN,930445,1,0,EXTC,Admitted,EWS,EXTC_Admitted_EWS
100,73,OPEN,507922,1,0,CMPN,Admitted,EWS,CMPN_Admitted_EWS
87,93,SC,652197,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
82,92,ST,618993,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
72,74,SC,812932,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
64,56,ST,579095,0,0,EXTC,Admitted,ST,EXTC_Admitted_ST
82,79,OBC,257541,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
74,55,SC,232385,0,1,EXCS,Admitted,SC,EXCS_Admitted_SC
66,90,OPEN,501063,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
82,94,OBC,241002,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
96,65,ST,103285,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
51,65,OPEN,485781,0,0,None,NotAdmitted,None,None_NotAdmitted_None
63,49,OPEN,660151,0,1,CMPN,PartiallyAdmitted,TFWS,CMPN_PartiallyAdmitted_TFWS
89,92,OPEN,247776,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
89,64,OPEN,755915,1,0,EXCS,Admitted,EWS,EXCS_Admitted_EWS
100,81,OPEN,645611,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
88,47,SC,433112,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
100,88,ST,153915,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
55,77,OPEN,471687,1,0,EXTC,Admitted,EWS,EXTC_Admitted_EWS
55,97,OPEN,765979,1,0,CMPN,Admitted,EWS,CMPN_Admitted_EWS
52,53,OPEN,303462,0,1,CMPN,PartiallyAdmitted,TFWS,CMPN_PartiallyAdmitted_TFWS
56,53,ST,884278,0,0,BIOM,Admitted,ST,BIOM_Admitted_ST
100,48,OPEN,994932,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
57,79,OPEN,607553,0,0,EXTC,Admitted,Normal,EXTC_Admitted_Normal
91,61,OPEN,566389,0,0,INFT,Admitted,Normal,INFT_Admitted_Normal
64,78,OPEN,473410,1,0,EXTC,Admitted,EWS,EXTC_Admitted_EWS
96,68,OPEN,913171,1,0,CMPN,Admitted,EWS,CMPN_Admitted_EWS
78,76,ST,540924,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
82,45,OBC,752329,0,1,CMPN,Admitted,OBC,CMPN_Admitted_OBC
79,52,OBC,153019,0,1,INFT,Admitted,OBC,INFT_Admitted_OBC
88,89,OPEN,307226,1,0,INFT,Admitted,EWS,INFT_Admitted_EWS
76,67,SC,333169,0,0,INFT,Admitted,SC,INFT_Admitted_SC
85,91,OBC,631661,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
78,84,OPEN,790641,0,0,EXCS,Admitted,Normal,EXCS_Admitted_Normal
87,56,OBC,644475,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
82,98,OPEN,954295,1,0,CMPN,Admitted,EWS,CMPN_Admitted_EWS
86,56,SC,722215,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
76,90,OPEN,862473,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
82,91,ST,446229,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
53,59,OPEN,217996,1,1,CMPN,PartiallyAdmitted,TFWS,CMPN_PartiallyAdmitted_TFWS
71,85,SC,663508,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
51,63,OBC,492647,0,0,EXCS,Admitted,OBC,EXCS_Admitted_OBC
59,70,SC,615971,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
54,96,OPEN,631930,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
59,73,OPEN,179971,1,0,BIOM,Admitted,EWS,BIOM_Admitted_EWS
82,66,SC,679844,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
87,84,OPEN,526976,1,0,EXCS,Admitted,EWS,EXCS_Admitted_EWS
62,65,OPEN,924624,0,0,None,NotAdmitted,None,None_NotAdmitted_None
80,95,OBC,617473,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
96,82,OBC,497597,0,1,CMPN,Admitted,OBC,CMPN_Admitted_OBC
85,64,OPEN,851943,1,0,EXCS,Admitted,EWS,EXCS_Admitted_EWS
94,73,OPEN,512774,1,0,INFT,Admitted,EWS,INFT_Admitted_EWS
73,95,OPEN,392926,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
64,48,SC,366926,0,0,BIOM,Admitted,SC,BIOM_Admitted_SC
78,99,OBC,846777,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
57,51,SC,285784,0,0,BIOM,Admitted,SC,BIOM_Admitted_SC
54,72,ST,336836,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
78,72,OPEN,588161,0,0,BIOM,Admitted,Normal,BIOM_Admitted_Normal
96,48,OPEN,250534,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
53,66,OPEN,946462,0,0,None,NotAdmitted,None,None_NotAdmitted_None
61,56,OPEN,823879,0,0,None,NotAdmitted,None,None_NotAdmitted_None
94,89,ST,942843,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
51,47,OBC,286278,0,0,None,NotAdmitted,None,None_NotAdmitted_None
76,66,OPEN,197469,1,0,BIOM,Admitted,EWS,BIOM_Admitted_EWS
80,88,OPEN,671238,0,0,INFT,Admitted,Normal,INFT_Admitted_Normal
100,46,OBC,495739,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
100,68,OBC,554142,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
85,78,OPEN,240749,1,0,EXCS,Admitted,EWS,EXCS_Admitted_EWS
85,71,ST,831188,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
75,99,OBC,246161,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
92,85,OPEN,497797,1,0,INFT,Admitted,EWS,INFT_Admitted_EWS
76,45,ST,505123,0,0,INFT,Admitted,ST,INFT_Admitted_ST
54,52,OPEN,498825,0,0,None,NotAdmitted,None,None_NotAdmitted_None
69,67,ST,806513,0,0,INFT,Admitted,ST,INFT_Admitted_ST
60,82,ST,936971,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
59,50,SC,537359,0,0,BIOM,Admitted,SC,BIOM_Admitted_SC
89,66,SC,122936,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
87,69,OPEN,936614,1,0,EXCS,Admitted,EWS,EXCS_Admitted_EWS
55,62,ST,601477,0,0,EXCS,Admitted,ST,EXCS_Admitted_ST
57,61,OBC,997691,0,0,EXCS,Admitted,OBC,EXCS_Admitted_OBC
72,56,SC,330596,0,0,EXCS,Admitted,SC,EXCS_Admitted_SC
96,50,ST,719330,0,1,CMPN,Admitted,ST,CMPN_Admitted_ST
75,70,ST,899595,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
95,71,SC,882046,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
92,52,OPEN,277129,1,0,INFT,Admitted,EWS,INFT_Admitted_EWS
61,63,ST,767897,0,0,EXCS,Admitted,ST,EXCS_Admitted_ST
75,86,OBC,646707,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
62,45,ST,830351,0,1,BIOM,Admitted,ST,BIOM_Admitted_ST
89,73,OBC,745499,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
67,89,OPEN,484906,0,0,INFT,Admitted,Normal,INFT_Admitted_Normal
74,93,OPEN,305671,1,0,CMPN,Admitted,EWS,CMPN_Admitted_EWS
82,79,OBC,625122,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
96,84,SC,394358,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
89,58,OPEN,848294,0,0,EXCS,Admitted,Normal,EXCS_Admitted_Normal
92,79,OBC,354870,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
61,92,OPEN,593244,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
93,89,SC,876646,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
85,64,OPEN,626701,0,0,EXCS,Admitted,Normal,EXCS_Admitted_Normal
97,100,OPEN,633793,1,0,CMPN,Admitted,EWS,CMPN_Admitted_EWS
53,93,OPEN,876041,1,0,CMPN,Admitted,EWS,CMPN_Admitted_EWS
54,57,OPEN,989234,1,0,None,NotAdmitted,None,None_NotAdmitted_None
86,82,OPEN,233177,1,0,EXCS,Admitted,EWS,EXCS_Admitted_EWS
57,93,OPEN,299176,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
91,90,OPEN,490447,1,0,CMPN,Admitted,EWS,CMPN_Admitted_EWS
98,93,ST,600850,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
77,52,ST,214897,0,0,INFT,Admitted,ST,INFT_Admitted_ST
80,87,OPEN,158408,0,1,INFT,Admitted,TFWS,INFT_Admitted_TFWS
58,64,ST,268751,0,0,EXCS,Admitted,ST,EXCS_Admitted_ST
100,77,OPEN,216908,1,0,CMPN,Admitted,EWS,CMPN_Admitted_EWS
78,70,OBC,345993,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
63,83,OBC,330168,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
89,65,OPEN,704019,1,0,EXCS,Admitted,EWS,EXCS_Admitted_EWS
90,97,OPEN,605421,1,1,CMPN,Admitted,TFWS,CMPN_Admitted_TFWS
71,93,OPEN,951563,1,0,CMPN,Admitted,EWS,CMPN_Admitted_EWS
60,86,OPEN,950712,1,1,INFT,Admitted,TFWS,INFT_Admitted_TFWS
72,87,SC,902194,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
50,98,OPEN,217798,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
95,85,OPEN,741142,1,0,CMPN,Admitted,EWS,CMPN_Admitted_EWS
86,53,OPEN,337902,1,0,EXCS,Admitted,EWS,EXCS_Admitted_EWS
70,68,OPEN,420847,1,0,None,NotAdmitted,None,None_NotAdmitted_None
75,81,OBC,574650,0,1,CMPN,Admitted,OBC,CMPN_Admitted_OBC
95,93,OPEN,163079,1,0,CMPN,Admitted,EWS,CMPN_Admitted_EWS
85,85,ST,645865,0,1,CMPN,Admitted,ST,CMPN_Admitted_ST
72,61,OPEN,887646,0,0,None,NotAdmitted,None,None_NotAdmitted_None
50,68,OPEN,972771,1,1,CMPN,PartiallyAdmitted,TFWS,CMPN_PartiallyAdmitted_TFWS
100,65,OBC,410258,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
89,95,OPEN,582450,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
64,83,OBC,949662,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
70,99,OBC,616379,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
96,85,OPEN,788340,1,0,CMPN,Admitted,EWS,CMPN_Admitted_EWS
58,83,OPEN,167194,0,0,EXCS,Admitted,Normal,EXCS_Admitted_Normal
58,57,OPEN,571022,0,0,None,NotAdmitted,None,None_NotAdmitted_None
59,55,OPEN,212333,0,1,CMPN,PartiallyAdmitted,TFWS,CMPN_PartiallyAdmitted_TFWS
75,90,OPEN,662080,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
90,63,OPEN,145807,0,0,INFT,Admitted,Normal,INFT_Admitted_Normal
84,55,OPEN,617513,1,0,EXTC,Admitted,EWS,EXTC_Admitted_EWS
74,57,OBC,487410,0,1,EXCS,Admitted,OBC,EXCS_Admitted_OBC
75,90,OBC,760501,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
60,89,OBC,609698,0,1,CMPN,Admitted,OBC,CMPN_Admitted_OBC
87,45,OPEN,728580,0,1,EXCS,Admitted,TFWS,EXCS_Admitted_TFWS
51,84,OPEN,747272,1,1,EXCS,Admitted,TFWS,EXCS_Admitted_TFWS
56,88,ST,638065,0,1,CMPN,Admitted,ST,CMPN_Admitted_ST
67,63,OBC,138346,0,0,EXCS,Admitted,OBC,EXCS_Admitted_OBC
76,56,ST,941135,0,0,INFT,Admitted,ST,INFT_Admitted_ST
83,52,OPEN,719265,0,0,EXTC,Admitted,Normal,EXTC_Admitted_Normal
76,52,OBC,409963,0,0,INFT,Admitted,OBC,INFT_Admitted_OBC
66,97,OBC,234917,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
92,89,OPEN,996618,0,0,INFT,Admitted,Normal,INFT_Admitted_Normal
93,56,OPEN,647578,1,0,INFT,Admitted,EWS,INFT_Admitted_EWS
100,92,OBC,474695,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
73,77,OPEN,523915,0,0,EXTC,Admitted,Normal,EXTC_Admitted_Normal
74,89,OPEN,275324,0,1,INFT,Admitted,TFWS,INFT_Admitted_TFWS
56,70,SC,985114,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
55,83,ST,758653,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
73,72,OPEN,743784,0,0,BIOM,Admitted,Normal,BIOM_Admitted_Normal
82,49,OPEN,603150,0,0,EXTC,Admitted,Normal,EXTC_Admitted_Normal
98,52,OPEN,943521,1,1,CMPN,Admitted,TFWS,CMPN_Admitted_TFWS
78,69,OBC,605180,0,0,INFT,Admitted,OBC,INFT_Admitted_OBC
92,71,OPEN,509824,0,0,INFT,Admitted,Normal,INFT_Admitted_Normal
71,90,ST,490857,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
75,67,OPEN,297345,0,0,BIOM,Admitted,Normal,BIOM_Admitted_Normal
77,74,OPEN,903051,1,0,BIOM,Admitted,EWS,BIOM_Admitted_EWS
99,89,OBC,702294,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
